"year","serata","serata_name","artist","song","ordine","totale_serata","posizione_relativa","classifica_serata","classifica_finale"
"2025","3","Terza serata","Shablo con Guè, Joshua e Tormento","La mia parola","6","14","0.3846","","18"
"2025","3","Terza serata","Shablo feat. Gue, Joshua e Tormento","","6","14","0.3846","","18"
"2025","3","Terza serata","Noemi","","7","14","0.4615","","13"
"2025","3","Terza serata","Olly","","8","14","0.5385","","1"
"2025","3","Terza serata","Coma_Cose","","9","14","0.6154","","10"
"2025","3","Terza serata","Moda","","10","14","0.6923","","22"
"2025","3","Terza serata","Modà","Non ti dimentico","10","14","0.6923","",""
"2025","3","Terza serata","Tony Effe","","11","14","0.7692","","25"
"2025","3","Terza serata","Irama","","12","14","0.8462","","9"
"2025","3","Terza serata","Francesco Gabbani","","13","14","0.9231","","8"
"2025","3","Terza serata","Gaia","","14","14","1.0","","26"
"2025","4","Quarta serata","Rose Villain","Fiori rosa fiori di pesco (Lucio Battisti – 1970)","1","26","0.0","","19"
"2025","4","Quarta serata","Modà","Angelo (Francesco Renga – 2005)","2","26","0.04","",""
"2025","4","Quarta serata","Clara","The Sound of Silence (Simon & Garfunkel – 1965)","3","26","0.08","","27"
"2025","4","Quarta serata","Noemi e Tony Effe","Tutto il resto è noia (Franco Califano – 1977)","4","26","0.12","","13"
"2025","4","Quarta serata","Rkomi e Francesca Michielin","La nuova stella di Broadway (Cesare Cremonini – 2013)","5","26","0.16","","21"
"2025","4","Quarta serata","Lucio Corsi","Nel blu, dipinto di blu (Domenico Modugno – 1958)","6","26","0.2","","2"
"2025","4","Quarta serata","Serena Brancale","If I Ain't Got You (Alicia Keys – 2004)","7","26","0.24","","24"
"2025","4","Quarta serata","Irama","Say Something (A Great Big World feat. Christina Aguilera – 2013)","8","26","0.28","","9"
"2025","4","Quarta serata","Gaia","La voglia, la pazzia (Ornella Vanoni – 1976)","9","26","0.32","","26"
"2025","4","Quarta serata","The Kolors","Rossetto e caffè (Sal Da Vinci – 2024)","10","26","0.36","","14"
"2025","4","Quarta serata","Marcella Bella","L'emozione non ha voce (Adriano Celentano – 1999)","11","26","0.4","","29"
"2025","4","Quarta serata","Rocco Hunt","Yes I Know My Way (Pino Daniele – 1981)","12","26","0.44","","15"
"2025","4","Quarta serata","Francesco Gabbani","Io sono Francesco (Tricarico – 2000)","13","26","0.48","","8"
"2025","4","Quarta serata","Giorgia","Skyfall (Adele – 2012)","14","26","0.52","","6"
"2025","4","Quarta serata","Simone Cristicchi","La cura (Franco Battiato – 1996)","15","26","0.56","","5"
"2025","4","Quarta serata","Sarah Toscano","Overdrive (Ofenbach feat. Norma Jean Martine – 2023)","16","26","0.6","","17"
"2025","4","Quarta serata","Coma_Cose","L'estate sta finendo (Righeira – 1985)","17","26","0.64","","10"
"2025","4","Quarta serata","Joan Thiele","Che cosa c'è (Gino Paoli – 1964)","18","26","0.68","","20"
"2025","4","Quarta serata","Olly","Il pescatore (Fabrizio De André – 1970)","19","26","0.72","","1"
"2025","4","Quarta serata","Elodie e Achille Lauro","A mano a mano (Riccardo Cocciante – 1978) / Folle città (Loredana Bertè – 1979)","20","26","0.76","","7"
"2025","4","Quarta serata","Massimo Ranieri","Quando (Pino Daniele – 1991)","21","26","0.8","","23"
"2025","4","Quarta serata","Willie Peyote","Un tempo piccolo (Franco Califano – 2005)","22","26","0.84","","16"
"2025","4","Quarta serata","Brunori Sas","L'anno che verrà (Lucio Dalla – 1979)","23","26","0.88","","3"
"2025","4","Quarta serata","Fedez","Bella stronza (Marco Masini – 1995)","24","26","0.92","","4"
"2025","4","Quarta serata","Bresh","Creuza de mä (Fabrizio De André – 1984)","25","26","0.96","","11"
"2025","4","Quarta serata","Shablo con Guè, Joshua e Tormento","Aspettando il sole (Neffa – 1996) / Amor de mi vida (Sottotono – 1999)","26","26","1.0","","18"
"2025","5","Serata finale","Francesca Michielin","","1","29","0.0","","21"
"2025","5","Serata finale","Willie Peyote","","2","29","0.0357","","16"
"2025","5","Serata finale","Marcella Bella","","3","29","0.0714","","29"
"2025","5","Serata finale","Bresh","","4","29","0.1071","","11"
"2025","5","Serata finale","Moda","","5","29","0.1429","","22"
"2025","5","Serata finale","Rose Villain","","6","29","0.1786","","19"
"2025","5","Serata finale","Tony Effe","","7","29","0.2143","","25"
"2025","5","Serata finale","Clara","","8","29","0.25","","27"
"2025","5","Serata finale","Serena Brancale","","9","29","0.2857","","24"
"2025","5","Serata finale","Brunori Sas","","10","29","0.3214","","3"
"2025","5","Serata finale","Francesco Gabbani","","11","29","0.3571","","8"
"2025","5","Serata finale","Noemi","","12","29","0.3929","","13"
"2025","5","Serata finale","Rocco Hunt","","13","29","0.4286","","15"
"2025","5","Serata finale","The Kolors","","14","29","0.4643","","14"
"2025","5","Serata finale","Olly","","15","29","0.5","","1"
"2025","5","Serata finale","Achille Lauro","","16","29","0.5357","","7"
"2025","5","Serata finale","Coma_Cose","","17","29","0.5714","","10"
"2025","5","Serata finale","Giorgia","","18","29","0.6071","","6"
"2025","5","Partecipanti e classifica finale","Shablo con Guè, Joshua e Tormento","La mia parola","18","30","0.5862","","18"
"2025","5","Serata finale","Simone Cristicchi","","19","29","0.6429","","5"
"2025","5","Serata finale","Elodie","","20","29","0.6786","","12"
"2025","5","Serata finale","Lucio Corsi","","21","29","0.7143","","2"
"2025","5","Serata finale","Irama","","22","29","0.75","","9"
"2025","5","Partecipanti e classifica finale","Modà","Non ti dimentico","22","30","0.7241","",""
"2025","5","Serata finale","Fedez","","23","29","0.7857","","4"
"2025","5","Serata finale","Shablo feat. Gue, Joshua e Tormento","","24","29","0.8214","","18"
"2025","5","Serata finale","Massimo Ranieri","","25","29","0.8571","","23"
"2025","5","Serata finale","Gaia","","26","29","0.8929","","26"
"2025","5","Serata finale","Joan Thiele","","27","29","0.9286","","20"
"2025","5","Serata finale","Rkomi","","28","29","0.9643","","28"
"2025","5","Serata finale","Sarah Toscano","","29","29","1.0","","17"
"2025","5","Partecipanti e classifica finale","Emis Killa","Demoni","30","30","1.0","",""
"2026","1","Prima serata","Ditonellapiaga","Che fastidio!","1","30","0.0","",""
"2026","1","Prima serata","Michele Bravi","Prima o poi","2","30","0.0345","",""
"2026","1","Prima serata","Sayf","Tu mi piaci tanto","3","30","0.069","",""
"2026","1","Prima serata","Mara Sattei","Le cose che non sai di me","4","30","0.1034","",""
"2026","1","Prima serata","Dargen D'Amico","Ai ai","5","30","0.1379","",""
"2026","1","Prima serata","Arisa","Magica favola","6","30","0.1724","",""
"2026","1","Prima serata","Luchè","Labirinto","7","30","0.2069","",""
"2026","1","Prima serata","Tommaso Paradiso","I romantici","8","30","0.2414","",""
"2026","1","Prima serata","Elettra Lamborghini","Voilà","9","30","0.2759","",""
"2026","1","Prima serata","Patty Pravo","Opera","10","30","0.3103","",""
"2026","1","Prima serata","Samurai Jay","Ossessione","11","30","0.3448","",""
"2026","1","Prima serata","Raf","Ora e per sempre","12","30","0.3793","",""
"2026","1","Prima serata","J-Ax","Italia Starter Pack","13","30","0.4138","",""
"2026","1","Prima serata","Fulminacci","Stupida sfortuna","14","30","0.4483","",""
"2026","1","Prima serata","Levante","Sei tu","15","30","0.4828","",""
"2026","1","Prima serata","Fedez e Masini","Male necessario","16","30","0.5172","",""
"2026","1","Prima serata","Ermal Meta","Stella stellina","17","30","0.5517","",""
"2026","1","Prima serata","Serena Brancale","Qui con me","18","30","0.5862","",""
"2026","1","Prima serata","Nayt","Prima che","19","30","0.6207","",""
"2026","1","Prima serata","Malika Ayane","Animali notturni","20","30","0.6552","",""
"2026","1","Prima serata","Eddie Brock","Avvoltoi","21","30","0.6897","",""
"2026","1","Prima serata","Sal Da Vinci","Per sempre sì","22","30","0.7241","",""
"2026","1","Prima serata","Enrico Nigiotti","Ogni volta che non so volare","23","30","0.7586","",""
"2026","1","Prima serata","Tredici Pietro","Uomo che cade","24","30","0.7931","",""
"2026","1","Prima serata","Chiello","Ti penso sempre","25","30","0.8276","",""
"2026","1","Prima serata","Bambole di pezza","Resta con me","26","30","0.8621","",""
"2026","1","Prima serata","Maria Antonietta e Colombre","La felicità e basta","27","30","0.8966","",""
"2026","1","Prima serata","Leo Gassmann","Naturale","28","30","0.931","",""
"2026","1","Prima serata","Francesco Renga","Il meglio di me","29","30","0.9655","",""
"2026","1","Prima serata","LDA e AKA 7even","Poesie clandestine","30","30","1.0","",""
"2026","2","Seconda serata","Patty Pravo","","1","15","0.0","",""
"2026","2","Seconda serata","LDA & Aka 7even","","2","15","0.0714","",""
"2026","2","Seconda serata","Enrico Nigiotti","","3","15","0.1429","",""
"2026","2","Seconda serata","Tommaso Paradiso","","4","15","0.2143","",""
"2026","2","Seconda serata","Elettra Lamborghini","","5","15","0.2857","",""
"2026","2","Seconda serata","Ermal Meta","","6","15","0.3571","",""
"2026","2","Seconda serata","Levante","","7","15","0.4286","",""
"2026","2","Seconda serata","Bambole di pezza","","8","15","0.5","",""
"2026","2","Seconda serata","Chiello","","9","15","0.5714","",""
"2026","2","Seconda serata","J-Ax","","10","15","0.6429","",""
"2026","2","Seconda serata","Nayt","","11","15","0.7143","",""
"2026","2","Seconda serata","Fulminacci","","12","15","0.7857","",""
"2026","2","Seconda serata","Fedez & Masini","","13","15","0.8571","",""
"2026","2","Seconda serata","Dargen D'Amico","","14","15","0.9286","",""
"2026","2","Seconda serata","Ditonellapiaga","","15","15","1.0","",""
"2026","3","Terza serata","Maria Antonietta e Colombre","La felicità e basta","1","15","0.0","",""
"2026","3","Terza serata","Leo Gassmann","Naturale","2","15","0.0714","",""
"2026","3","Terza serata","Malika Ayane","Animali notturni","3","15","0.1429","",""
"2026","3","Terza serata","Sal Da Vinci","Per sempre si","4","15","0.2143","",""
"2026","3","Terza serata","Tredici Pietro","Uomo che cade","5","15","0.2857","",""
"2026","3","Terza serata","Raf","Ora e per sempre","6","15","0.3571","",""
"2026","3","Terza serata","Francesco Renga","Il meglio di me","7","15","0.4286","",""
"2026","3","Terza serata","Eddie Brock","Avvoltoi","8","15","0.5","",""
"2026","3","Terza serata","Serena Brancale","Qui con me","9","15","0.5714","",""
"2026","3","Terza serata","Samurai Jay","Ossessione","10","15","0.6429","",""
"2026","3","Terza serata","Arisa","Magica favola","11","15","0.7143","",""
"2026","3","Terza serata","Michele Bravi","Prima o poi","12","15","0.7857","",""
"2026","3","Terza serata","Luchè","Labirinto","13","15","0.8571","",""
"2026","3","Terza serata","Mara Sattei","Le cose che non sai di me","14","15","0.9286","",""
"2026","3","Terza serata","Sayf","Tu mi piaci tanto","15","15","1.0","",""
"2026","4","Quarta serata","Arisa","Quello che le donne non dicono (Fiorella Mannoia - 1987)","1","30","0.0","",""
"2026","4","Quarta serata","Bambole di pezza","Occhi di gatto (Cristina D'Avena - 1985)","2","30","0.0345","",""
"2026","4","Quarta serata","Chiello","Mi sono innamorato di te (Luigi Tenco - 1962)","3","30","0.069","",""
"2026","4","Quarta serata","Dargen D'Amico","Su di noi (Pupo - 1980)","4","30","0.1034","",""
"2026","4","Quarta serata","Ditonellapiaga","The Lady Is a Tramp (Mitzi Green - 1937)","5","30","0.1379","",""
"2026","4","Quarta serata","Eddie Brock","Portami via (Fabrizio Moro - 2017)","6","30","0.1724","",""
"2026","4","Quarta serata","Elettra Lamborghini","Aserejé (Las Ketchup - 2002)","7","30","0.2069","",""
"2026","4","Quarta serata","Enrico Nigiotti","En e Xanax (Samuele Bersani - 2013)","8","30","0.2414","",""
"2026","4","Quarta serata","Ermal Meta","Golden Hour (Jvke - 2022)","9","30","0.2759","",""
"2026","4","Quarta serata","Fedez e Masini","Meravigliosa creatura (Gianna Nannini - 1995)","10","30","0.3103","",""
"2026","4","Quarta serata","Francesco Renga","Ragazzo solo, ragazza sola (David Bowie - 1970)","11","30","0.3448","",""
"2026","4","Quarta serata","Fulminacci","Parole parole (Mina e Alberto Lupo - 1972)","12","30","0.3793","",""
"2026","4","Quarta serata","J-Ax","E la vita, la vita (Cochi e Renato - 1974)","13","30","0.4138","",""
"2026","4","Quarta serata","LDA e AKA 7even","Andamento lento (Tullio De Piscopo - 1988)","14","30","0.4483","",""
"2026","4","Quarta serata","Leo Gassmann","Era già tutto previsto (Riccardo Cocciante - 1975)","15","30","0.4828","",""
"2026","4","Quarta serata","Levante","I maschi (Gianna Nannini - 1987)","16","30","0.5172","",""
"2026","4","Quarta serata","Luchè","Falco a metà (Gianluca Grignani - 1995)","17","30","0.5517","",""
"2026","4","Quarta serata","Malika Ayane","Mi sei scoppiato dentro al cuore (Mina - 1966)","18","30","0.5862","",""
"2026","4","Quarta serata","Mara Sattei","L'ultimo bacio (Carmen Consoli - 2000)","19","30","0.6207","",""
"2026","4","Quarta serata","Maria Antonietta e Colombre","Il mondo (Jimmy Fontana - 1965)","20","30","0.6552","",""
"2026","4","Quarta serata","Michele Bravi","Domani è un altro giorno (Ornella Vanoni - 1971)","21","30","0.6897","",""
"2026","4","Quarta serata","Nayt","La canzone dell'amore perduto (Fabrizio De André - 1966)","22","30","0.7241","",""
"2026","4","Quarta serata","Patty Pravo","Ti lascio una canzone (Ornella Vanoni e Gino Paoli - 1985)","23","30","0.7586","",""
"2026","4","Quarta serata","Raf","The Riddle (Nik Kershaw - 1984)","24","30","0.7931","",""
"2026","4","Quarta serata","Sal Da Vinci","Cinque giorni (Michele Zarrillo - 1994)","25","30","0.8276","",""
"2026","4","Quarta serata","Samurai Jay","Baila morena (Zucchero Fornaciari - 2001)","26","30","0.8621","",""
"2026","4","Quarta serata","Sayf","Hit the Road Jack (Ray Charles - 1961)","27","30","0.8966","",""
"2026","4","Quarta serata","Serena Brancale","Bésame mucho (Consuelo Velázquez - 1940)","28","30","0.931","",""
"2026","4","Quarta serata","Tommaso Paradiso","L'ultima luna (Lucio Dalla - 1979)","29","30","0.9655","",""
"2026","4","Quarta serata","Tredici Pietro","Vita (Gianni Morandi e Lucio Dalla - 1988)","30","30","1.0","",""
